1,24,212,13
1,25,213,13
1,26,214,13
1,27,215,13
1,193,216,13
1,29,217,13
1,30,218,13
1,31,219,13
1,33,220,13
1,34,221,13
1,35,222,13
1,36,223,13
1,229,224,13
1,38,225,13
1,39,226,13
1,40,227,13
1,37,228,14
1,242,229,14
NULL,NULL,230,14
NULL,NULL,231,14
NULL,NULL,232,14
1,210,233,14
NULL,NULL,234,14
1,116,235,14
NULL,NULL,236,14
2,11,237,14
2,136,238,14
NULL,NULL,239,14
1,220,240,14
NULL,NULL,241,14
1,134,242,14
1,131,243,14
2,80,244,14
NULL,NULL,245,14
NULL,NULL,246,14
NULL,NULL,247,14
NULL,NULL,248,14
NULL,NULL,249,14
2,41,250,14
2,212,251,14
NULL,NULL,252,14
1,212,253,14
NULL,NULL,254,14
NULL,NULL,255,14
NULL,NULL,256,14
NULL,NULL,257,14
NULL,NULL,258,14
NULL,NULL,259,14
NULL,NULL,260,14
NULL,NULL,261,14
NULL,NULL,262,14
NULL,NULL,263,14
NULL,NULL,264,14
NULL,NULL,265,14
NULL,NULL,266,14
1,154,267,14
NULL,NULL,268,14
NULL,NULL,269,14
NULL,NULL,270,14
1,208,271,14
2,129,272,14
NULL,NULL,273,14
NULL,NULL,274,14
NULL,NULL,275,14
NULL,NULL,276,14
NULL,NULL,277,14
NULL,NULL,278,14
NULL,NULL,279,14
1,129,280,14
1,221,281,14
1,225,282,14
1,228,283,14
NULL,NULL,284,14
1,180,285,14
NULL,NULL,286,14
NULL,NULL,287,14
2,81,288,14
NULL,NULL,289,14
NULL,NULL,290,14
NULL,NULL,291,14
NULL,NULL,292,14
1,213,293,14
1,195,294,14
NULL,NULL,295,14
1,128,296,14
NULL,NULL,297,14
2,12,298,14
NULL,NULL,299,14
3,77,300,14
1,222,301,14
1,130,302,14
NULL,NULL,303,14
2,55,304,14
NULL,NULL,305,14
NULL,NULL,306,14
2,38,307,14
1,207,308,14
2,76,309,14
NULL,NULL,310,14
1,123,311,14
1,184,312,14
2,31,313,14
1,215,314,14
NULL,NULL,315,14
NULL,NULL,316,14
NULL,NULL,317,14
NULL,NULL,318,14
1,138,319,14
1,157,320,14
2,18,321,14
1,218,322,14
NULL,NULL,323,14
1,164,324,14
1,159,325,14
NULL,NULL,326,14
2,36,327,14
1,139,328,14
1,132,329,14
NULL,NULL,330,14
NULL,NULL,331,14
NULL,NULL,332,14
NULL,NULL,333,14
NULL,NULL,334,14
1,205,335,14
NULL,NULL,336,14
NULL,NULL,337,14
NULL,NULL,338,14
3,79,339,14
NULL,NULL,340,14
NULL,NULL,341,14
NULL,NULL,342,14
NULL,NULL,343,14
NULL,NULL,344,14
NULL,NULL,345,14
1,95,346,14
NULL,NULL,347,14
NULL,NULL,348,14
1,85,349,14
NULL,NULL,350,14
1,91,351,14
NULL,NULL,352,14
NULL,NULL,353,14
NULL,NULL,354,14
1,227,355,14
2,67,356,14
NULL,NULL,357,14
1,167,358,14
NULL,NULL,359,14
1,86,360,14
1,64,361,14
1,62,362,14
1,63,363,14
1,146,364,14
NULL,NULL,365,14
1,65,366,14
NULL,NULL,367,14
1,77,368,14
1,41,369,14
1,42,370,14
1,147,371,15
NULL,NULL,372,15
1,135,373,15
1,124,374,15
NULL,NULL,375,15
1,170,376,15
1,182,377,15
1,115,378,15
NULL,NULL,379,15
NULL,NULL,380,15
2,108,381,15
NULL,NULL,382,15
NULL,NULL,383,15
NULL,NULL,384,15
1,110,385,15
NULL,NULL,386,15
NULL,NULL,387,15
NULL,NULL,388,15
NULL,NULL,389,15
NULL,NULL,390,15
1,105,391,15
3,82,392,15
NULL,NULL,393,15
2,40,394,15
NULL,NULL,395,15
1,114,396,15
NULL,NULL,397,15
NULL,NULL,398,15
NULL,NULL,399,15
NULL,NULL,400,15
1,152,401,15
NULL,NULL,402,15
NULL,NULL,403,15
NULL,NULL,404,15
1,234,405,15
2,77,406,15
NULL,NULL,407,15
NULL,NULL,408,15
1,118,409,15
NULL,NULL,410,15
NULL,NULL,411,15
2,239,412,15
1,97,413,15
2,6,414,15
3,78,415,15
NULL,NULL,416,15
NULL,NULL,417,15
2,42,418,15
1,231,419,15
NULL,NULL,420,15
NULL,NULL,421,15
2,249,422,15
2,22,423,15
1,172,424,15
NULL,NULL,425,15
NULL,NULL,426,15
NULL,NULL,427,15
2,54,428,15
1,104,429,15
NULL,NULL,430,15
1,109,431,15
NULL,NULL,432,15
NULL,NULL,433,15
1,126,434,15
2,44,435,15
NULL,NULL,436,15
1,102,437,15
1,103,438,15
1,249,439,15
NULL,NULL,440,15
2,52,441,15
NULL,NULL,442,15
NULL,NULL,443,15
1,122,444,15
NULL,NULL,445,15
NULL,NULL,446,15
1,189,447,15
2,115,448,15
2,33,449,15
NULL,NULL,450,15
NULL,NULL,451,15
2,56,452,15
1,133,453,15
NULL,NULL,454,15
1,224,455,15
1,101,456,15
1,121,457,15
NULL,NULL,458,15
1,217,459,15
1,219,460,15
NULL,NULL,461,15
NULL,NULL,462,15
NULL,NULL,463,15
NULL,NULL,464,15
1,66,465,15
1,67,466,15
1,72,467,15
1,74,468,15
1,69,469,15
1,70,470,15
1,71,471,15
NULL,NULL,472,16
NULL,NULL,473,16
2,242,474,16
2,96,475,16
1,136,476,16
NULL,NULL,477,16
2,58,478,16
NULL,NULL,479,16
2,101,480,16
2,142,481,16
NULL,NULL,482,16
NULL,NULL,483,16
1,186,484,16
NULL,NULL,485,16
NULL,NULL,486,16
1,163,487,16
2,120,488,16
1,111,489,16
1,181,490,16
3,5,491,16
2,90,492,16
NULL,NULL,493,16
2,92,494,16
2,35,495,16
NULL,NULL,496,16
2,4,497,16
NULL,NULL,498,16
1,100,499,16
1,198,500,16
2,17,501,16
3,60,502,16
NULL,NULL,503,16
1,169,504,16
2,102,505,16
NULL,NULL,506,16
1,156,507,16
NULL,NULL,508,16
1,108,509,16
2,2,510,16
1,243,511,16
NULL,NULL,512,16
2,113,513,16
1,233,514,16
NULL,NULL,515,16
2,235,516,16
2,13,517,16
2,214,518,16
3,80,519,16
NULL,NULL,520,16
NULL,NULL,521,16
1,151,522,16
1,179,523,16
2,62,524,16
NULL,NULL,525,16
1,140,526,16
NULL,NULL,527,16
2,106,528,16
2,103,529,16
2,122,530,16
2,99,531,16
NULL,NULL,532,16
NULL,NULL,533,16
2,93,534,16
NULL,NULL,535,16
1,98,536,16
NULL,NULL,537,16
NULL,NULL,538,16
2,190,539,16
2,24,540,16
NULL,NULL,541,16
2,197,542,16
2,151,543,16
2,10,544,16
2,121,545,16
1,99,546,16
1,187,547,16
1,166,548,16
1,245,549,16
1,196,550,16
2,98,551,16
1,183,552,16
NULL,NULL,553,16
2,110,554,16
2,114,555,16
2,3,556,16
NULL,NULL,557,16
NULL,NULL,558,16
2,7,559,16
NULL,NULL,560,16
NULL,NULL,561,16
NULL,NULL,562,16
1,190,563,16
NULL,NULL,564,16
NULL,NULL,565,16
2,47,566,16
2,48,567,16
1,125,568,16
NULL,NULL,569,16
NULL,NULL,570,16
NULL,NULL,571,16
1,171,572,16
1,143,573,16
1,127,574,16
1,203,575,16
1,120,576,16
2,111,577,16
1,142,578,16
1,223,579,16
1,137,580,16
2,43,581,16
1,209,582,16
1,107,583,16
NULL,NULL,584,16
1,141,585,16
1,216,586,16
1,168,587,16
2,116,588,16
1,82,589,16
2,123,590,17
1,201,591,17
2,131,592,17
2,134,593,17
NULL,NULL,594,17
2,26,595,17
2,192,596,17
1,238,597,17
2,73,598,17
NULL,NULL,599,17
1,236,600,17
1,248,601,17
3,12,602,17
2,150,603,17
NULL,NULL,604,17
NULL,NULL,605,17
NULL,NULL,606,17
NULL,NULL,607,17
2,137,608,17
NULL,NULL,609,17
3,2,610,17
2,139,611,17
NULL,NULL,612,17
NULL,NULL,613,17
2,147,614,17
2,1,615,17
NULL,NULL,616,17
2,112,617,17
2,27,618,17
1,150,619,17
1,174,620,17
1,165,621,17
NULL,NULL,622,17
2,180,623,17
2,159,624,17
2,85,625,17
NULL,NULL,626,17
1,191,627,17
2,78,628,17
1,197,629,17
2,174,630,17
NULL,NULL,631,17
NULL,NULL,632,17
2,72,633,17
2,71,634,17
2,155,635,17
NULL,NULL,636,17
NULL,NULL,637,17
2,61,638,17
1,240,639,17
NULL,NULL,640,17
1,177,641,17
NULL,NULL,642,17
1,155,643,17
NULL,NULL,644,17
2,128,645,17
NULL,NULL,646,17
2,130,647,17
2,245,648,17
NULL,NULL,649,17
2,145,650,17
1,204,651,17
2,15,652,17
2,86,653,17
3,16,654,17
2,154,655,17
1,175,656,17
2,126,657,17
2,30,658,17
2,127,659,17
2,83,660,17
1,232,661,17
2,187,662,17
2,246,663,17
NULL,NULL,664,17
1,162,665,17
2,125,666,17
2,29,667,17
2,94,668,17
NULL,NULL,669,17
NULL,NULL,670,17
2,19,671,17
NULL,NULL,672,17
NULL,NULL,673,17
NULL,NULL,674,17
1,173,675,17
3,86,676,17
1,161,677,17
NULL,NULL,678,17
NULL,NULL,679,17
2,152,680,17
2,95,681,17
1,96,682,17
2,69,683,17
2,104,684,17
NULL,NULL,685,17
1,199,686,17
1,202,687,17
1,148,688,17
1,250,689,17
2,50,690,17
2,39,691,17
2,45,692,17
2,49,693,17
NULL,NULL,694,17
2,105,695,17
2,51,696,17
1,200,697,17
NULL,NULL,698,17
2,226,699,18
3,90,700,18
2,168,701,18
2,201,702,18
2,188,703,18
2,200,704,18
NULL,NULL,705,18
NULL,NULL,706,18
2,68,707,18
2,124,708,18
1,241,709,18
2,57,710,18
NULL,NULL,711,18
NULL,NULL,712,18
2,183,713,18
2,184,714,18
NULL,NULL,715,18
NULL,NULL,716,18
NULL,NULL,717,18
NULL,NULL,718,18
NULL,NULL,719,18
3,3,720,18
2,75,721,18
2,172,722,18
2,32,723,18
3,8,724,18
NULL,NULL,725,18
NULL,NULL,726,18
2,176,727,18
2,9,728,18
NULL,NULL,729,18
NULL,NULL,730,18
2,179,731,18
NULL,NULL,732,18
NULL,NULL,733,18
NULL,NULL,734,18
2,87,735,18
2,144,736,18
2,117,737,18
2,119,738,18
2,161,739,18
2,198,740,18
2,243,741,18
3,19,742,18
2,217,743,18
3,14,744,18
2,21,745,18
2,140,746,18
2,182,747,18
2,189,748,18
1,178,749,18
1,188,750,18
1,192,751,18
1,194,752,18
2,64,753,18
3,73,754,18
2,167,755,18
2,157,756,18
1,247,757,18
2,143,758,18
2,84,759,18
2,170,760,18
2,63,761,18
2,149,762,18
2,133,763,18
1,246,764,18
2,138,765,18
2,8,766,18
2,25,767,18
2,135,768,18
2,153,769,18
1,251,770,18
2,109,771,18
2,91,772,18
2,118,773,18
2,97,774,18
2,158,775,18
NULL,NULL,776,18
2,16,777,18
2,250,778,18
1,239,779,18
2,60,780,18
1,237,781,18
2,27,782,18
3,15,783,18
2,244,784,18
2,166,785,18
2,70,786,18
2,203,787,18
2,248,788,18
2,193,789,18
2,202,790,18
2,210,791,19
2,241,792,19
2,211,793,19
2,23,794,19
2,213,795,19
2,220,796,19
2,221,797,19
2,233,798,19
2,236,799,19
2,238,800,19
2,222,801,19
2,205,802,19
3,7,803,19
3,9,804,19
2,227,805,19
2,228,806,19
3,13,807,19
2,237,808,19
3,4,809,19
3,6,810,19
2,215,811,19
2,218,812,19
2,224,813,19
2,215,814,19
2,216,815,19
3,1,816,19
2,66,817,19
2,223,818,19
2,225,819,19
2,28,820,19
2,229,821,19
2,203,822,19
2,207,823,19
2,209,824,19
2,240,825,19
3,11,826,19
2,234,827,19
2,232,828,19
2,231,829,19
2,219,830,19
2,206,831,19
3,17,832,19
3,10,833,19
2,169,834,19
2,171,835,19
2,194,836,19
2,175,837,19
2,195,838,19
2,88,839,19
2,162,840,19
2,186,841,19
2,199,842,19
2,191,843,19
2,181,844,19
2,156,845,19
2,165,846,19
2,178,847,19
2,164,848,19
2,160,849,19
2,163,850,19
2,173,851,19
2,196,852,19
2,177,853,19
2,79,854,19
2,148,855,19
2,100,856,19
2,107,857,19
2,59,858,19
1,235,859,19
1,244,860,19
2,14,861,19
2,20,862,19
2,37,863,19
2,65,864,19
3,22,865,20
3,23,866,20
3,26,867,20
3,29,868,20
2,247,869,20
3,32,870,20
3,33,871,20
3,21,872,20
3,34,873,20
3,36,874,20
3,20,875,20
3,24,876,20
3,25,877,20
3,27,878,20
3,28,879,20
3,30,880,20
3,31,881,20
3,35,882,20
3,37,883,20
2,208,884,20
3,18,885,20
2,185,886,20
3,89,887,20
1,158,888,20
3,61,889,21
3,62,890,21
3,63,891,21
3,64,892,21
3,65,893,21
3,66,894,21
3,67,895,21
3,68,896,21
3,69,897,21
3,70,898,21
3,71,899,21
3,72,900,21
3,73,901,21
3,74,902,21
3,75,903,21
3,76,904,21
3,77,905,21
3,78,906,21
3,81,907,21
3,83,908,21
3,84,909,21
3,85,910,21
3,87,911,21
3,91,912,21
3,,913,21
3,,914,21
3,,915,21
3,,916,21
3,,917,21
3,,918,21
